ID,CLV,Annual_Margin,Expected_Tenure_Years,Churn_Probability,Claims_Probability,Expected_Claim_Cost,Loss_Ratio,Premium,Strategic_Segment,Retention_Action
14,262.46626370320917,307.8799556770921,1.7696569,0.43168604,0.0021383527,0.11004432,0.00025163341010684315,437.32,PROTECT,VIP Treatment + Loyalty Rewards
15,480.8113418382445,215.6991284977645,3.9401245,0.22415236,0.0009987006,0.025871502,8.23146746278454e-05,314.3,PROTECT,VIP Treatment + Loyalty Rewards
15,299.31372728138746,209.38412849776446,2.7217395,0.30747578,0.0009987006,0.025871502,8.458056177432917e-05,305.88,PROTECT,VIP Treatment + Loyalty Rewards
15,150.0949566788403,209.39912849776445,1.7906902,0.4279014,0.0009987006,0.025871502,8.457503182586404e-05,305.9,PROTECT,VIP Treatment + Loyalty Rewards
16,710.6881326035626,317.1588708114624,3.7080274,0.23638016,0.22481927,8.898629,0.01928573110365531,461.41,MANAGE,Risk Mitigation + Premium Adjustment
16,748.0872672832364,320.6238708114624,3.8581395,0.22832537,0.22481927,8.898629,0.01909454152852305,466.03,MANAGE,Risk Mitigation + Premium Adjustment
16,747.3347291822389,315.38137081146243,3.9297273,0.22467318,0.22481927,8.898629,0.01938530234519344,459.04,MANAGE,Risk Mitigation + Premium Adjustment
17,61.1460007182148,86.7880334472656,2.6518118,0.31415296,0.6613719,153.67197,0.44250163140041,347.28,EXIT,Gradual Exit + Non-renewal
17,62.149199740234025,117.13157531738278,2.0281956,0.38923872,0.6613719,153.27592,0.39584702017669277,387.21,EXIT,Gradual Exit + Non-renewal
17,73.22254192552113,120.02657531738282,2.1030958,0.3784193,0.6613719,153.27592,0.39193986928840663,391.07,EXIT,Gradual Exit + Non-renewal
18,930.8870086876206,198.55592880249026,12.007113,0.07991018,0.5524044,44.16907,0.12608926976166077,350.3,MANAGE,Risk Mitigation + Premium Adjustment
18,517.7417037097788,181.81101730346683,5.3314657,0.17102534,0.5524044,43.843983,0.13385840720685474,327.54,MANAGE,Risk Mitigation + Premium Adjustment
18,577.1726948226121,182.6568911743164,6.0778537,0.15170923,0.5524044,40.53811,0.1250172973098242,324.26,MANAGE,Risk Mitigation + Premium Adjustment
19,985.3504727018775,179.26749999999998,20.137783,0.048445135,0.00032054938,0.0,0.0,265.69,PROTECT,VIP Treatment + Loyalty Rewards
20,1216.7055677394258,239.85250000000002,14.112177,0.06840843,0.00024367782,0.0,0.0,346.47,PROTECT,VIP Treatment + Loyalty Rewards
20,323.42810564948996,247.63,2.4519541,0.33491334,0.00024367782,0.0,0.0,356.84,PROTECT,VIP Treatment + Loyalty Rewards
21,1153.29532881935,167.845,151.18944,0.006592391,0.00013872619,0.0,0.0,250.46,PROTECT,VIP Treatment + Loyalty Rewards
21,740.9866842013618,174.41500000000002,9.982002,0.095325716,0.00013872619,0.0,0.0,259.22,PROTECT,VIP Treatment + Loyalty Rewards
21,165.05520170065847,175.3825,2.1906166,0.36649823,0.00013872619,0.0,0.0,260.51,PROTECT,VIP Treatment + Loyalty Rewards
22,953.7886895389191,166.76621391296388,24.614388,0.039812464,0.34102246,19.191286,0.06988560535681924,274.61,MANAGE,Risk Mitigation + Premium Adjustment
22,808.6907577045478,163.0987139129639,14.790685,0.06537524,0.34102246,19.191286,0.07115262526707745,269.72,MANAGE,Risk Mitigation + Premium Adjustment
22,391.53525705621485,163.0987139129639,4.529064,0.1981199,0.34102246,19.191286,0.07115262526707745,269.72,MANAGE,Risk Mitigation + Premium Adjustment
23,1918.9557346716292,303.94600912601686,33.054527,0.029800009,0.00019957456,0.001490874,3.451656479359755e-06,431.93,PROTECT,VIP Treatment + Loyalty Rewards
23,182.08479937812098,313.65862863577433,1.4316126,0.5026757,0.00019957456,0.0013713642,3.082548610037409e-06,444.88,PROTECT,VIP Treatment + Loyalty Rewards
24,-87.67212861368382,226.015,0.34328195,0.9456906,7.114284e-05,0.0,0.0,328.02,DEVELOP,Cross-sell + Value Enhancement
25,739.7242511101863,152.4093841445539,14.273688,0.06766115,0.00090751116,0.00061585545,2.679030129134043e-06,229.88,PROTECT,VIP Treatment + Loyalty Rewards
26,336.51621735821004,233.61995718089122,2.6680212,0.31257987,7.425801e-05,4.281911e-05,1.2662381353470915e-07,338.16,PROTECT,VIP Treatment + Loyalty Rewards
26,-91.60559806277962,241.23241348006007,0.29907778,0.9646908,7.425801e-05,8.651994e-05,2.4839924188611894e-07,348.31,DEVELOP,Cross-sell + Value Enhancement
27,1262.2600316515127,192.3175,58.28699,0.017010136,0.00021899433,0.0,0.0,283.09,PROTECT,VIP Treatment + Loyalty Rewards
28,565.2452849874081,92.0410174560547,76.31556,0.013018027,0.6847031,129.87898,0.4026506155256241,322.56,MANAGE,Risk Mitigation + Premium Adjustment
28,107.82777058670608,96.55513305664064,3.0748043,0.27763444,0.6847031,133.83237,0.40087574342776505,333.85,MANAGE,Risk Mitigation + Premium Adjustment
28,-43.99977442142952,96.55513305664064,1.0489289,0.61455375,0.6847031,133.83237,0.40087574342776505,333.85,EXIT,Gradual Exit + Non-renewal
29,55.137306610658776,219.22730543267159,1.2018625,0.5648402,0.00013458867,0.00019456733,6.099862947467436e-07,318.97,DEVELOP,Cross-sell + Value Enhancement
29,699.8120152919898,408.61688022426796,2.7924185,0.3010056,0.00013458867,0.00061977573,1.0844909483068048e-06,571.49,PROTECT,VIP Treatment + Loyalty Rewards
30,593.9579413362685,208.35242336143625,5.1824903,0.17548293,0.0001632264,7.6638564e-05,2.517113796726711e-07,304.47,PROTECT,VIP Treatment + Loyalty Rewards
30,231.8031853449499,215.20742336143624,2.2301214,0.36135468,0.0001632264,7.6638564e-05,2.4437538270124735e-07,313.61,PROTECT,VIP Treatment + Loyalty Rewards
30,223.91649463437633,216.38492336143622,2.1720889,0.3689602,0.0001632264,7.6638564e-05,2.431580803634056e-07,315.18,PROTECT,VIP Treatment + Loyalty Rewards
31,355.7023846915792,224.7475,2.8925798,0.29228383,0.00013405611,0.0,0.0,326.33,PROTECT,VIP Treatment + Loyalty Rewards
31,138.0054548019929,232.09,1.5840267,0.46810144,0.00013405611,0.0,0.0,336.12,PROTECT,VIP Treatment + Loyalty Rewards
31,320.72233504599956,233.365,2.5777082,0.321548,0.00013405611,0.0,0.0,337.82,PROTECT,VIP Treatment + Loyalty Rewards
32,-93.35143111299094,3.5989270019531148,2.6388304,0.31542408,0.80012447,153.13107,0.6498517781278513,235.64,EXIT,Gradual Exit + Non-renewal
32,-96.84228752065786,4.491427001953127,1.1963574,0.5665031,0.80012447,153.13107,0.6465864670778485,236.83,EXIT,Gradual Exit + Non-renewal
33,735.0865475658247,167.25997414044264,10.850811,0.0880399,8.7347435e-05,2.5859557e-05,1.0357080004054895e-07,249.68,PROTECT,VIP Treatment + Loyalty Rewards
33,-6.069774476624709,171.00247414044264,1.0120299,0.62772155,8.7347435e-05,2.5859557e-05,1.0154143540316592e-07,254.67,DEVELOP,Cross-sell + Value Enhancement
34,213.31536701744207,173.23749999999998,2.585552,0.32074907,0.00018240469,0.0,0.0,257.65,PROTECT,VIP Treatment + Loyalty Rewards
35,-93.35703257043815,166.95233625087772,0.31110218,0.9598197,0.00012071305,0.00016374912,6.569146800403819e-07,249.27,DEVELOP,Cross-sell + Value Enhancement
36,-83.29360048909479,3.7804608154296773,8.281698,0.11374287,0.6718721,176.76204,0.6610645094602279,267.39,EXIT,Gradual Exit + Non-renewal
36,-91.81929500116006,9.78796081542967,1.3552852,0.5218602,0.6718721,176.76204,0.6418374698059924,275.4,EXIT,Gradual Exit + Non-renewal
37,-124.77697286640286,-30.8179327392578,1.3171499,0.5319663,0.7501855,214.24043,0.789884720492784,271.23,EXIT,Gradual Exit + Non-renewal
38,9.548220635243155,248.0948038775811,0.88154244,0.67837703,6.094291e-05,0.00019612242,5.486555666543062e-07,357.46,DEVELOP,Cross-sell + Value Enhancement
38,-17.141206516032494,262.0823038775811,0.7259818,0.7477779,6.094291e-05,0.00019612242,5.214496260568671e-07,376.11,DEVELOP,Cross-sell + Value Enhancement
39,-1393.855577460904,-232.9570190429688,14.642381,0.06601499,0.8867092,485.88202,1.3352075269111536,363.9,EXIT,Gradual Exit + Non-renewal
39,-1110.7847671868594,-232.9570190429688,7.9895644,0.11764715,0.8867092,485.88202,1.3352075269111536,363.9,EXIT,Gradual Exit + Non-renewal
39,-587.2054761294168,-132.25718505859373,6.0173526,0.15311134,0.8867092,476.6147,0.981072199128453,485.81,EXIT,Gradual Exit + Non-renewal
40,452.79617960813744,198.78249999999997,4.0955625,0.21664296,0.00011096444,0.0,0.0,291.71,PROTECT,VIP Treatment + Loyalty Rewards
40,52.285742942478336,187.855,1.3251499,0.5298162,0.00011096444,0.0,0.0,277.14,DEVELOP,Cross-sell + Value Enhancement
41,395.6212016567261,127.78091751098631,6.538109,0.14182687,0.391808,33.516582,0.13865297021062206,241.73,MANAGE,Risk Mitigation + Premium Adjustment
41,328.74835300507783,129.70841751098635,5.1274896,0.17718776,0.391808,33.516582,0.13719436139588076,244.3,MANAGE,Risk Mitigation + Premium Adjustment
41,667.4266152618045,120.59591751098634,25.541117,0.038396016,0.391808,33.516582,0.14437468227014288,232.15,MANAGE,Risk Mitigation + Premium Adjustment
42,124.13953989563748,32.21085327148438,48.185177,0.020539416,0.78795016,228.46915,0.6104883142596078,374.24,MANAGE,Risk Mitigation + Premium Adjustment
42,-77.64242163420637,33.61335327148436,1.1509932,0.5805516,0.78795016,228.46915,0.607452997071377,376.11,EXIT,Gradual Exit + Non-renewal
43,1167.410264978946,497.4475,3.6942964,0.23714517,0.010657251,0.0,0.0,689.93,PROTECT,VIP Treatment + Loyalty Rewards
44,457.67425629272304,262.24121326446533,3.0365822,0.2805855,0.005346729,0.26128674,0.0006936754600437198,376.67,PROTECT,VIP Treatment + Loyalty Rewards
45,-97.55763213511345,199.7425,0.22896789,0.98731613,0.00010181064,0.0,0.0,292.99,DEVELOP,Cross-sell + Value Enhancement
46,1299.3060099410159,217.37426002606747,27.210514,0.036083385,0.0011557984,0.023239974,7.342107835751637e-05,316.53,PROTECT,VIP Treatment + Loyalty Rewards
46,409.31967958308644,220.9217600260675,3.30639,0.26099062,0.0011557984,0.023239974,7.234007947613974e-05,321.26,PROTECT,VIP Treatment + Loyalty Rewards
46,18.83430825234713,222.1292600260675,0.99478924,0.6340425,0.0011557984,0.023239974,7.197935371048612e-05,322.87,DEVELOP,Cross-sell + Value Enhancement
47,-56.98823947865255,35.6915884399414,1.8039738,0.42554402,0.5082486,59.03591,0.3859313039161835,152.97,EXIT,Gradual Exit + Non-renewal
47,-60.34169922535414,39.689088439941415,1.552178,0.47494695,0.5082486,59.03591,0.37293690183233474,158.3,EXIT,Gradual Exit + Non-renewal
47,-46.774327308549125,45.30658843994141,1.7665656,0.43224776,0.5082486,59.03591,0.35608849484322697,165.79,EXIT,Gradual Exit + Non-renewal
48,154.00528399144875,178.285,2.079501,0.38176376,0.0047402345,0.0,0.0,264.38,PROTECT,VIP Treatment + Loyalty Rewards
49,216.389063485349,50.10249999999999,24.531805,0.03994375,0.00016013134,0.0,0.0,93.47,PROTECT,VIP Treatment + Loyalty Rewards
50,318.5734449077334,73.9075,15.618246,0.062020976,9.108685e-05,0.0,0.0,125.21,PROTECT,VIP Treatment + Loyalty Rewards
50,171.05198184488358,75.7825,5.7505565,0.15961589,9.108685e-05,0.0,0.0,127.71,PROTECT,VIP Treatment + Loyalty Rewards
50,38.319782094935206,76.73499999999999,2.5773165,0.32158798,9.108685e-05,0.0,0.0,128.98,DEVELOP,Cross-sell + Value Enhancement
51,376.1892926844312,136.0917858886719,5.5647316,0.16448182,0.69797504,190.70071,0.41242395837134915,462.39,MANAGE,Risk Mitigation + Premium Adjustment
51,907.5767011387596,143.0142858886719,54.80968,0.018079534,0.69797504,190.70071,0.4043524746858236,471.62,MANAGE,Risk Mitigation + Premium Adjustment
51,30.416554910362763,290.5604113769531,0.89043325,0.67471343,0.69797504,271.2971,0.3496952715523735,775.81,EXIT,Gradual Exit + Non-renewal
52,-92.21737287271733,172.8775,0.32300436,0.9547672,0.00016795243,0.0,0.0,257.17,DEVELOP,Cross-sell + Value Enhancement
53,1181.471075537705,211.11249999999998,20.363949,0.047920145,7.771962e-05,0.0,0.0,308.15,PROTECT,VIP Treatment + Loyalty Rewards
53,663.7479574043925,214.58499999999998,5.708086,0.16070251,7.771962e-05,0.0,0.0,312.78,PROTECT,VIP Treatment + Loyalty Rewards
53,94.93440044894706,214.58499999999998,1.4425497,0.5000349,7.771962e-05,0.0,0.0,312.78,DEVELOP,Cross-sell + Value Enhancement
54,-89.59333425797891,194.67232618656942,0.34104568,0.9467181,9.671368e-05,0.00017381343,6.072509191643703e-07,286.23,DEVELOP,Cross-sell + Value Enhancement
55,1493.1471683423981,234.7975,38.62509,0.02555763,0.00012755443,0.0,0.0,339.73,PROTECT,VIP Treatment + Loyalty Rewards
55,191.6564613442289,237.36249999999995,1.833251,0.4204359,0.00012755443,0.0,0.0,343.15,PROTECT,VIP Treatment + Loyalty Rewards
56,-1954.9123763737828,-456.65647705078123,7.0747476,0.13181266,0.9987413,745.3265,1.8109789023490652,411.56,EXIT,Gradual Exit + Non-renewal
57,1334.7893749891111,199.1275,72.86818,0.013629698,0.000128821,0.0,0.0,292.17,PROTECT,VIP Treatment + Loyalty Rewards
57,1166.5299520601948,206.7925,21.182955,0.046110805,0.000128821,0.0,0.0,302.39,PROTECT,VIP Treatment + Loyalty Rewards
57,623.8388441035488,206.7925,5.567754,0.16440035,0.000128821,0.0,0.0,302.39,PROTECT,VIP Treatment + Loyalty Rewards
57,267.960351418145,207.9325,2.5324552,0.32623488,0.000128821,0.0,0.0,303.91,PROTECT,VIP Treatment + Loyalty Rewards
58,-35.06919475900438,178.64660176619887,0.7853478,0.7200995,0.0007426554,0.013398234,5.0582278016937784e-05,264.88,DEVELOP,Cross-sell + Value Enhancement
59,605.6239507308895,154.81068980932235,8.820855,0.10717767,0.0048837047,0.06681019,0.0002865299595901824,233.17,PROTECT,VIP Treatment + Loyalty Rewards
60,-2192.915333307581,-470.5373315429688,8.389864,0.112362154,0.87742615,673.07733,2.2683921931213558,296.72,EXIT,Gradual Exit + Non-renewal
60,-108.57025174347775,-480.0463159179688,0.25034478,0.9815832,0.87742615,692.5988,2.2336853482051433,310.07,EXIT,Gradual Exit + Non-renewal
61,-94.3293877274332,25.613398437499995,0.60276556,0.80967456,0.8101875,181.1416,0.5991321080984985,302.34,EXIT,Gradual Exit + Non-renewal
61,-92.8205521127711,32.4233984375,0.6028133,0.8096495,0.8101875,181.1416,0.5816633535498683,311.42,EXIT,Gradual Exit + Non-renewal
62,5.07790313862607,176.55591898679734,1.0671417,0.60823095,0.0023771138,0.06408101,0.0002444347467297346,262.16,DEVELOP,Cross-sell + Value Enhancement
62,-43.47056595466115,185.39581348150966,0.7117049,0.7546518,0.0023771138,0.06668652,0.00024342587512434562,273.95,DEVELOP,Cross-sell + Value Enhancement
62,-21.6544230495729,198.74210612475872,0.8234438,0.70311546,0.0023771138,0.070393875,0.00024128149182957876,291.75,DEVELOP,Cross-sell + Value Enhancement
63,-20.902247866515665,261.89600316762926,0.70802015,0.7564393,0.058926865,0.58399683,0.0015505438412562608,376.64,DEVELOP,Cross-sell + Value Enhancement
64,131.6055307158944,111.34945166051389,2.9683511,0.28601074,0.021224413,0.10304834,0.0005879405459355402,175.27,PROTECT,VIP Treatment + Loyalty Rewards
65,80.86268927812174,156.95907539874315,1.7388805,0.43734163,0.012079997,0.0409246,0.0001734093273595228,236.0,DEVELOP,Cross-sell + Value Enhancement
66,-1803.3567057818077,-1092.8030712890625,2.2521386,0.35854894,0.85807025,1229.1481,5.896325776115622,208.46,EXIT,Gradual Exit + Non-renewal
66,-103.71713941192948,-170.42397705078122,0.26328805,0.97758716,0.85807025,523.264,1.0525908775562867,497.12,EXIT,Gradual Exit + Non-renewal
67,-283.3312766499746,-366.3136303710937,0.9531288,0.64977384,0.99667823,535.8461,2.12039939207429,252.71,EXIT,Gradual Exit + Non-renewal
68,247.85815815780785,186.26431056499482,2.6667223,0.31270534,0.0023565555,0.075689435,0.00027511425925119215,275.12,PROTECT,VIP Treatment + Loyalty Rewards
69,-85.77069734249221,181.8623039317288,0.3884267,0.9238072,6.666501e-05,0.00019606827,7.28472120303487e-07,269.15,DEVELOP,Cross-sell + Value Enhancement
70,-137.86857850929684,-82.95018859863282,0.8997875,0.6708934,0.891019,243.49019,1.011507928708179,240.72,EXIT,Gradual Exit + Non-renewal
70,-241.09265024078985,-75.7276885986328,2.6606388,0.31329438,0.891019,243.49019,0.9725991156326456,250.35,EXIT,Gradual Exit + Non-renewal
70,-143.93692065198132,-74.7901885986328,1.0579188,0.6114184,0.891019,243.49019,0.9677670453045819,251.6,EXIT,Gradual Exit + Non-renewal
71,-185.82615568269404,-273.42102294921875,0.7231201,0.749149,0.9491279,453.23602,1.7012087041108728,266.42,EXIT,Gradual Exit + Non-renewal
72,142.68740546032612,32.837454131373676,115.52187,0.00861899,5.8913254e-05,4.5868626e-05,6.510805724634186e-07,70.45,PROTECT,VIP Treatment + Loyalty Rewards
72,84.93360308880467,33.63245413137368,14.18459,0.06807136,5.8913254e-05,4.5868626e-05,6.41429538946271e-07,71.51,DEVELOP,Cross-sell + Value Enhancement
72,-51.564296755689995,32.537454131373664,2.1613529,0.3704016,5.8913254e-05,4.5868626e-05,6.547983773026103e-07,70.05,DEVELOP,Cross-sell + Value Enhancement
73,174.78423002570602,252.07,1.6627051,0.45197237,8.549907e-05,0.0,0.0,362.76,PROTECT,VIP Treatment + Loyalty Rewards
73,567.3968567852874,343.2325,2.7741795,0.30264935,8.549907e-05,0.0,0.0,484.31,PROTECT,VIP Treatment + Loyalty Rewards
73,257.7783925691307,339.6025,1.6181003,0.46098325,8.549907e-05,0.0,0.0,479.47,PROTECT,VIP Treatment + Loyalty Rewards
74,-0.592328194793176,286.7628586816788,0.76437485,0.7297097,0.007358779,0.16714132,0.0004084188210371128,409.24,DEVELOP,Cross-sell + Value Enhancement
75,889.8157066087429,311.0005101203918,4.8673973,0.18571803,0.01066647,0.27448988,0.0006214396187642162,441.7,PROTECT,VIP Treatment + Loyalty Rewards
76,426.8437273510933,116.71748352050781,8.644574,0.109239355,0.46517992,60.532516,0.23016165961784102,263.0,MANAGE,Risk Mitigation + Premium Adjustment
76,163.59617549579912,122.6349835205078,3.070373,0.27797344,0.46517992,60.532516,0.22345792195906897,270.89,MANAGE,Risk Mitigation + Premium Adjustment
76,-20.575365695913455,122.6349835205078,1.1300577,0.5872489,0.46517992,60.532516,0.22345792195906897,270.89,EXIT,Gradual Exit + Non-renewal
77,596.1519364554491,115.29950897216798,19.90367,0.049000755,0.634498,77.37049,0.2728540380442659,283.56,MANAGE,Risk Mitigation + Premium Adjustment
77,-96.38358238538856,121.69700897216796,0.2859967,0.9696981,0.634498,77.37049,0.26488579214568125,292.09,EXIT,Gradual Exit + Non-renewal
78,27.582367335379903,113.29080261230467,1.7067943,0.44339183,0.6772109,108.5992,0.33672081541515353,322.52,EXIT,Gradual Exit + Non-renewal
78,-47.86936932958396,111.6605453491211,0.91237366,0.66580886,0.6772109,112.651955,0.345823345052583,325.75,EXIT,Gradual Exit + Non-renewal
78,55.662286508771366,112.0458026123047,2.034455,0.3883115,0.6772109,108.5992,0.3384628728657212,320.86,EXIT,Gradual Exit + Non-renewal
79,1513.3716006054156,243.51999999999998,32.47859,0.030320352,9.568553e-05,0.0,0.0,351.36,PROTECT,VIP Treatment + Loyalty Rewards
79,117.86973493351395,244.84749999999997,1.4201632,0.5054685,9.568553e-05,0.0,0.0,353.13,PROTECT,VIP Treatment + Loyalty Rewards
80,-1557.0479871299704,-253.20270874023436,16.511421,0.058766596,0.8397768,469.3702,1.4905846763639188,314.89,EXIT,Gradual Exit + Non-renewal
81,402.4921339588401,118.62468724476173,7.633441,0.12278442,0.00020055925,0.0053127552,2.8742454221298415e-05,184.84,PROTECT,VIP Treatment + Loyalty Rewards
82,-66.96266199384732,232.05067932128907,0.4917307,0.8691408,0.25216016,23.69432,0.06444628373690621,367.66,EXIT,Gradual Exit + Non-renewal
83,-324.9896754430973,-337.90564941406245,1.1518263,0.580288,0.9321131,559.54065,1.7367330356138262,322.18,EXIT,Gradual Exit + Non-renewal
83,-232.50770879347093,-361.3047534179688,0.7894383,0.7182467,0.9321131,590.18475,1.7785220389885752,331.84,EXIT,Gradual Exit + Non-renewal
83,-329.1671369067593,-360.0672534179687,1.1166523,0.5916105,0.9321131,590.18475,1.7697224906832851,333.49,EXIT,Gradual Exit + Non-renewal
84,420.9448519556819,160.39622570147273,5.003882,0.18114223,0.0008101688,0.0012742985,5.297877717033244e-06,240.53,PROTECT,VIP Treatment + Loyalty Rewards
85,2324.609617533395,331.6848384426534,92.24675,0.010781927,0.00078672345,0.0051615573,1.100733034756976e-05,468.92,PROTECT,VIP Treatment + Loyalty Rewards
86,-96.86367786688187,249.02447556795084,0.23050898,0.9869403,9.449793e-05,0.00052443205,1.462035263821811e-06,358.7,DEVELOP,Cross-sell + Value Enhancement
87,300.02954358375405,180.47999017715455,3.1705992,0.27050138,0.15217479,3.3250098,0.012235996992880912,271.74,MANAGE,Risk Mitigation + Premium Adjustment
87,275.4777674148929,186.59249017715453,2.8705785,0.29415655,0.15217479,3.3250098,0.01187970210741884,279.89,MANAGE,Risk Mitigation + Premium Adjustment
87,241.15247517262333,184.49249017715454,2.6412656,0.3151849,0.15217479,3.3250098,0.011999746735159909,277.09,MANAGE,Risk Mitigation + Premium Adjustment
88,-194.34146314239766,-20.01987854003903,9.476671,0.10014555,0.77828467,193.04738,0.7500772372072855,257.37,EXIT,Gradual Exit + Non-renewal
88,-123.06224900299645,-17.86137573242189,1.91099,0.40743157,0.77828467,192.81638,0.7417726234224123,259.94,EXIT,Gradual Exit + Non-renewal
89,-93.24016798456142,146.81493421019462,0.32526678,0.9537826,9.732177e-05,6.5789805e-05,2.957908703172867e-07,222.42,DEVELOP,Cross-sell + Value Enhancement
